id,text,question,answer
359,公安葡萄园分局：负责集中供热突发事件发生后，现场警戒范围设置与人员疏散；负责公共秩序和社会治安的维护工作；负责组织相关突发事件的调查处理；负责实施突发事件区域的交通管制工作，保证救援抢险车辆安全快速通行；负责开通应急气源运输车辆、抢险车辆的绿色通道。,由哪一机构负责实施突发事件区域的交通管制工作？,公安葡萄园分局
360,区市场监管局：负责组织特种设备事故的调查，参与集中供热突发事件特种设备相关的应急处置，参与特种设备相关事故的调查。,由哪一机构负责组织特种设备事故的调查？,区市场监管局
361,区卫计委：负责受伤人员的现场医疗救治、转运、院内救治和现场卫生防疫等工作；及时向区供热指挥部报告伤员数量及医疗救治情况。,由哪一机构负责受伤人员的现场医疗救治？,区卫计委
362,联通公司、移动公司、电信公司：负责提供应急工作所需的通信资源；突发事件发生后，尽快恢复被破坏的通信设施，提供应急通讯保障。,哪一机构负责提供应急工作所需的通信资源？,联通公司||移动公司||电信公司
363,发生一般供热突发事件，由区供热指挥部办公室启动Ⅲ级应急响应，会同相关事发单位做好应急处置工作。各相关乡镇做好相关协调工作。,由哪一机构启动Ⅲ级应急响应？,区供热指挥部办公室
364,区委宣传部负责供热突发事件新闻报道和信息发布工作。区供热指挥部办公室负责提供相关信息。,由哪一机构提供相关信息？,区供热指挥部办公室
365,供热企业负责现场清理工作；负责及时修复突发事件中受损的供热设施；负责向区供热指挥部办公室报告恢复情况。,由哪一单位修复突发事件中受损的供热设施？,供热企业
366,葡萄园区供热办成立应急组织机构，负责各供热企业抢修队伍的协调调度工作。各供热企业要根据设备设施的类型和供应规模，建立企业应急抢险队伍。,由哪一单位建立企业应急抢险队伍？,各供热企业
367,区供热指挥部办公室建立演练制度，每年至少组织1次专项应急演练。通过演练，培训应急队伍，改进和完善应急预案。区供热指挥部办公室负责对供热企业应急演练实施情况监督检查，并做好典型的交流推广。,由哪一机构负责对供热企业应急演练实施情况监督检查？,区供热指挥部办公室
368,区卫计委：负责组织制定鼠疫防治技术方案，统一组织实施鼠疫应急医疗救治工作和各项预防控制措施，并进行检查、督导；开展疫区卫生处理，对疫区作出全面评估，根据鼠疫防控工作需要，依法提出隔离、封锁鼠疫疫区的建议.,由哪一机构开展疫区卫生处理？,区卫计委
369,区交通局：组织交通按照《国内交通卫生检疫条例》及其实施办法，负责各自职责范围内的交通卫生检疫工作，优先运送疫情处置人员、药品器械和有关物资。,由哪一机构负责交通卫生检疫工作？,区交通局
370,区新闻中心和区文汇报社：按照区应急指挥部的统一部署，做好疫情处置的宣传报道。宣传鼠疫防治知识，提高公众防疫与保健意识。,由哪一机构宣传鼠疫防治知识？,区新闻中心||区文汇报社
371,区工业经委（信息化办公室）：组织和协调各基础电信运营企业予以积极配合，保障疫情控制期间疫区的通信畅通。协助建设应急指挥平台，实现与江州市应急指挥信息平台和江州市突发公共卫生事件应急指挥平台之间的互联互通，资源共享，保证鼠疫疫情信息的传输畅通。,由哪一机构协助建设应急指挥平台？,区工业经委（信息化办公室）
372,区农委：负责农区灭鼠工作，野生动物异常情况的监测，并在疫情发生时，协助做好疫情发生地的隔离工作。,由哪一机构负责农区灭鼠工作？,区农委
373,4.区疾病预防控制中心在发现（疑似）鼠疫疫情后，应迅速进行核实，并在2 小时内向区卫生健康委和市疾病预防控制中心报告，区卫生健康委在接到报告1 小时内报至区人民政府和市卫生健康委。,由哪一机构核实（疑似）鼠疫疫情？,区疾病预防控制中心
374,1.区卫生健康委建立疫情应急处置队伍人员档案，对应急处置队伍人员进行动态管理，遇有人员变动，及时进行更改。各医疗卫生机构负责加强鼠疫防治专业队伍建设，提高疫情应急处置能力。,由哪一机构建立疫情应急处置队伍人员档案？,区卫生健康委
375,（一）成立“云川区卫生计生系统食品安全突发事件应急处置工作领导小组”（以下简称“领导小组”）。领导小组组长由区卫生计生委主任担任，副组长由相关分管副主任担任。,领导小组组长由谁担任？,区卫生计生委主任
376,1.综合协调组：应急办牵头，成员包括应急办、行政办、党办、财务科、疾控科、医政医管科、区疾控中心。负责贯彻落实领导小组的各项工作部署，综合协调食品安全突发事件应急处置工作；根据检测分析组对事件的检测、分析结果，组织评估事件发展趋势，预测事件后果，制定应急处置措施。,由哪一机构制度制定应急处置措施？,综合协调组
377,2.医疗救治组。医政医管科牵头，承担医疗救治的具体工作，负责组织、协调开展食品安全突发事件相关人员医疗救治工作，汇总、报告救治工作情况。,由哪一机构承担医疗救治的具体工作？,医疗救治组
378,3.检测分析组。疾控科牵头，成员包括疾控科和区疾控中心。负责提出检测方案和要求，组织实施相关检测，综合和分析检测数据。查找事件原因和评估事件发展趋势，预测事件后果，为制定现场抢救方案和采取控制措施提供参考。检测评估结果要及时报告区指挥部。,检测分析组的成员？,疾控科||区疾控中心
379,食品安全突发事件发生后，区卫生计生委立即启动食品安全突发事件应急预案，领导小组和各工作组进入应急状态，按照相应职责做好事件应急处置相关工作，最大限度减轻事件危害。组织疾病预防控制机构专业人员赶赴现场，依法对事件进行流行病学调查、分析评估；指定相关医疗机构立即开辟绿色通道，全力做好患者的医疗救治工作。,由哪一机构启动食品安全突发事件应急预案？,区卫生计生委
380,区疾病预防控制中心和各医疗卫生机构参照本预案，制定本单位食品安全突发事件应急预案。,由哪一机构制定本单位食品安全突发事件应急预案？,区疾病预防控制中心||各医疗卫生机构
381,区教育局成立“学校突发事件应急处置工作领导小组”作为教育局预防和处置学校突发事件的领导机构(以下简称“领导小组)。,学校突发事件应急处置工作领导小组由哪一机构成立？,区教育局
382,"局应急领导小组主要职责:在区委、区政府的统一领导下,通过局党组会议、局长办公会研究、决定和部署教育系统特别重大、重大突发公共事件的应急响应行动;在预测教育系统将要发生和已经发生特别重大、重大突发公共事件时,启动相应的应急预案,组织、指挥应急处置工作;在处理突发公共事件的过程中,协调与其它部门的关系,当突发事件超过教育部门处置能力时,依程序向区委、区政府汇报,请求相关部门支持、配合;部署和总结教育系统年度应急管理工作。",由哪一机构总结教育系统年度应急管理工作？,局应急领导小组
383,"学校成立处置突发公共事件工作机构,由学校主要领导指挥,相关部门人员参加,负责本校突发公共事件应急处置工作。",处置突发公共事件工作机构由谁指挥？,学校主要领导
384,江州海关建立应对突发事件物资储备，保障应急物资的供给。江州海关应与地方政府和卫生、市场监管、农业等主管部门保持良好的沟通与联系，确保在突发事件处置期间提供应急调查、现场处置、医疗救护、监测检验、卫生防护等所需的有关物资设备、设施。,由哪一机构建立应对突发事件物资储备？,江州海关
385,江州海关进出境重大动物疫情应急指挥体系由江州海关和事发地隶属海关（以下简称隶属海关）两级应急指挥部组成，由江州海关应急指挥部统一领导。各级应急指挥部组建应急专家队伍，为应急处置疫情提供技术支撑。,江州海关进出境重大动物疫情应急指挥体系由谁领导？,江州海关应急指挥部
386,江州海关建立进出境重大动物疫情采集制度，及时收集、分析进出境重大动物疫情信息。江州海关进出境重大动物疫情应急处置专家组成员为江州海关重大动物疫情信息员，负责收集、整理和上报辖区内进出境检疫工作中发现的重大动物疫情信息。隶属海关应指定本单位重大动物疫情信息员，负责收集、整理和上报本关区内进出境检疫工作中发现的重大动物疫情信息。,由哪一机构建立进出境重大动物疫情采集制度？,江州海关
387,应急指挥部负责统一领导本级突发事件的应急处置工作，发布指挥调度命令，确定突发事件处置的各项重大决策；负责组织、协调、开展应急处置行动，制定防止次生、衍生事件发生的措施与应对方案；调整、终止应急响应和处置行动；发布相关信息、新闻、公告，及时向上级单位报告应急工作情况；负责与外部相关部门的沟通协调配合；制定其他必要的应急处置行动方案并组织实施。,由哪一机构发布指挥调度命令？,应急指挥部
388,（1）办公室：接报突发事件情报，协调应急指挥系统运行，承办应急指令下达，组织应急工作总结、通报，组织、指导新闻发布和舆情监测等。,由哪一机构接报突发事件情报？,办公室
389,（6）缉私局：负责与公安、安全、军队、武警等部门联系、协调、合作，提供预警性情报，协助有关部门开展突发事件的侦查和调查工作等。,由哪一机构提供预警性情报？,缉私局
390,（10）风控分局：负责根据业务职能部门提出的疫情防控需求，调整布控规则、统一下达风险作业指令和风险预警；收集防控信息。,风控分局收集什么信息？,防控信息
391,（3）新闻发布组：负责突发事件应急处置的舆情监测、引导和新闻发布，按照相关规定适时组织起草、报审新闻稿件，并及时向新闻媒体和公众发布，引导舆论。,由哪一机构报审新闻稿件？,新闻发布组
392,江州海关相关部门和单位按照海关总署的规定和要求，结合口岸实际，负责开展进出境植物疫情的日常监测工作。,江州海关监测什么？,进出境植物疫情
393,（3）“双线同步”原则：事发地海关在按规定向江州海关报告的同时，可视突发事件的性质、特点和影响范围，通报当地党政领导和有关部门。,事发地海关通报哪个机构？,当地党政领导||有关部门
394,（2）值班人员必须填写完整的电话报告记录。记录中必须记载：本方和对方承办人全名；本方和对方承办事项时间；对方部门和联系电话。,值班人员填写什么？,电话报告记录
395,江州海关启动应急预案，制定应急处置方案，报告海关总署及当地政府；组织专家组和现场工作组赶赴相关口岸，指导开展应急处置；关区内调集人员、物资和设备等资源，为口岸应急处置提供支持和保障；协调地方政府相关部门开展处置合作；开展应急处置工作的分析评估。,江州海关评估哪项工作？,应急处置工作
396,江州海关及各隶属海关应建立进出境重大植物疫情突发事件应急处置队伍，对处置人员进行技术培训，保证处置工作的顺利开展。,江州海关及各隶属海关应建立什么队伍？,进出境重大植物疫情突发事件应急处置队伍
397,由江州市渤西区体育局设定一名新闻发言人，负责事故信息的对外发布工作，其他人员不得对外发布事故信息。新闻发言人由应急领导小组总指挥指定，并由其拟定对新闻媒体的统发稿，作好新闻单位的采访接待和信息发布等工作。,由哪个机构设定新闻发言人？,江州市渤西区体育局
398,确认发生重大动物疫情后，区畜牧中心应及时向区人民政府提出启动本预案的建议，由区人民政府启动疫情应急响应机制，统一领导和指挥本行政区域内重大动物疫情应急处置工作。对超出区人民政府处置能力的，请求市级启动应急响应机制。,区人民政府启动哪项机制？,疫情应急响应机制
399,（5）其他有关部门：按照区控制重大动物疫病指挥部的统一部署，配合畜牧中心，做好紧急疫情处理工作。,其他有关部门做好哪项工作？,紧急疫情处理工作
400,（2）区畜牧中心对一般突发重大动物疫情进行确认，按照规定向区政府和市畜牧兽医局报告。并组织专家对疫情应急处理进行技术指导和支持。,哪个机构对对一般突发重大动物疫情进行确认？,区畜牧中心
401,第一个赶赴现场的人员，初步判断事故情况，如需社会力量（医疗、消防、公安等）救助，立即联系寻求社会援助。各部门管理人员到达现场后按分预案做好安全防护措施，防止事态扩大。若认为应启动安全事故应急预案，应请示应急领导小组组长后确定是否启动应急预案。,由谁初步判断事故情况？,第一个赶赴现场的人员
402,副总指挥到现场后，负责专职指挥，根据事故情况制定现场处置方案， 并负责组织、部署现场抢险救援、后勤保障、信息联络等工作的落实情况。相关人员要分别确保抢险救援物资、后勤物资、通讯设备，并及时运到事故现场。应急人员到达现场，要建立现场工作区域，确定重点保护区域和应急行动的优先原则，指挥和协调现场各队伍开展应急行动，合理高效地调配和使用应急资源。,谁负责专职指挥工作？,副总指挥
403,区供热办负责制定行业应急管理的培训计划，定期组织有关单位和供热企业关键岗位工作人员、应急抢险人员参加应急管理培训，提高应急能力。,制定行业应急管理的培训计划由谁负责？,区供热办
404,区指挥部办公室建立演练制度，每年至少组织1次专项应急演练。通过演练，培训应急队伍，改进和完善应急预案。区指挥部办公室负责对供热企业应急演练实施情况监督检查，并做好典型的交流推广。,谁建立演练制度？,区指挥部办公室
405,8.3 区指挥部办公室应结合应急管理工作实践，及时修订预案。遇有特殊情况可随时修订，修订后的应急预案应重新办理审查、论证、备案等各项程序。,谁负责及时修订预案？,区指挥部办公室
406,二、各专项应急指挥部办公室是落实专项应急预案的责任主体，要建立健全监测预警、信息报告、应急响应等工作机制，组织专项应急指挥部成员单位开展培训和应急演练，以演练检验预案，用预案指导实践。专项应急指挥部各成员单位要主动沟通、密切配合，按照预案确定的职责任务，落实各项应急准备和保障工作，并将配套工作方案或保障预案及时送专项应急指挥部办公室备案。,谁是落实专项应急预案的责任主体？,各专项应急指挥部办公室
407,"设立靖林区燃气突发事件应急指挥部（以下简称指挥部),区指挥部总指挥由区人民政府分管城建工作的副区长担任，副总指挥由区人民政府办公室有关副主任、区建委主任、区发改委主任担任。",副总指挥由谁担任？,区人民政府办公室有关副主任||区建委主任||区发改委主任
408,区指挥部下设靖林区燃气突发事件应急指挥部办公室（以下简称区指挥部办公室），设在区建委，办公室主任由区建委主管副主任担任。办公室成员由区建委、区发改委等相关科室组成。办公室成员按照分工做好日常应急管理工作。,办公室主任由谁担任？,区建委主管副主任
409,由长凌区消防救援支队负责停电引发火灾等次生灾害现场抢险；负责消防安全和防火宣传的指导工作；协助有关部门抢救国家重要财产；组织搜救被困群众和受伤人员；配合当地政府疏散转移安置受灾群众；组织各类次生灾害处置；组织对可能发生次生灾害的地点和设施采取紧急防护措施。,停电引发火灾等次生灾害现场抢险由谁负责？,长凌区消防救援支队
410,根据响应级别及应急处置工作需要，应由区政府负责组织应急救援的大面积停电事件发生后，由区工业和信息化局牵头成立长凌区大面积停电事件现场指挥部（以下简称：现场指挥部）。现场指挥部由总指挥、副总指挥和各工作组组成，实行现场总指挥负责制。,现场指挥部实行什么制度？,现场总指挥负责制
411,（3）重要电力用户应成立大面积停电突发事件应急指挥机构，负责所辖区域内大面积停电突发事件的预防与应对工作。,由谁成立大面积停电突发事件应急指挥机构？,重要电力用户
412,重要电力用户应健全自身应急处置机制，编制应急处置预案，加强应急设施建设，组织人员培训和应急演练，随时保持与外接电网应急调度部门通信畅通。,谁负责健全自身应急处置机制？,重要电力用户
413,（6）突发公共事件发生后，各保险公司及时开展查勘定损，简化理赔手续，对受害单位和群众及时给予保险补偿。,负责及时开展查勘定损的单位是哪个？,各保险公司
414,发生特别重大、重大突发事件后，驻区部队和民兵预备役人员，按照有关规定，应积极参加突发事件的处置工作。,谁应积极参加突发事件的处置工作？,驻区部队||民兵预备役人员
415,区工业经委应掌握有关应急物资、紧急救援医药用品生产企业的生产状况、生产能力和储备情况，建立相应档案。根据需要负责组织企业迅速投入生产。,谁负责组织企业迅速投入生产？,区工业经委
416,各相关部门要加强储备物资的管理，建立物资信息管理系统，明确各类物资、器材的储备能力。,哪个机构加强储备物资的管理？,各相关部门
417,区公安、武警部队和驻区部队按照有关规定，参与应急处置和治安维护工作。要加强对重点地区、重点场所、重点人群、重要物资和设备的安全保护，依法严厉打击违法犯罪活动。,应急处置和治安维护工作由哪些机构参与？,区公安||武警部队||驻区部队
418,发生突发事件后，区建委、公路局负责组织相关单位迅速查清救援现场路况，遇有道路受损时，立即组织专业队伍进行抢修，确保公路运输畅通。,哪些机构负责组织相关单位？,区建委||公路局
419,公安交通暖水支队负责划定运输路线，实行道路交通管制，建立应急救援“绿色通道”，确保救灾物资和人员的输送。,哪个机构负责划定运输路线？,公安交通暖水支队
420,积极开展针对各类不同突发事件的专业技能培训。各街镇、各有关部门有计划的为人民群众提供突发事件自救互救技能培训。,哪些机构提供突发事件自救互救技能培训？,各街镇||各有关部门
421,综合演练。由区应急指挥中心组织各相关单位，以演练突发事件通讯联络、应急反应、现场处置、协调配合和指挥协同等为重点，检验我区处置各类突发事件的能力。演练结束后及时对演练进行评估，根据演练情况及时修改、补充相应的应急预案。,区应急指挥中心组织什么单位？,各相关单位
422,4.2.3 区指挥部各成员单位接到事件信息后，通过多种渠道了解现场及周边相关信息，同时赴现场做好应急调查、监测、处置工作，尽可能了解事件类型、发生时间及地理位置、水文情况、主要污染物和泄漏的形式及数量、对饮用水水源及人群的污染危害情况、应急监测情况、人员伤亡与疏散情况、可能产生的污染隐患与后果、已采取的应急救援和污染防控措施等信息，为应急响应与处置做好准备。,哪个单位了解现场及周边相关信息？,区指挥部各成员单位
423,发生特别重大突发环境事件，在市人民政府的领导下，启动Ⅰ级响应，市指挥部总指挥、副总指挥赶赴现场，组织现场调查及应急处置工作。,由谁组织现场调查及应急处置工作？,市指挥部总指挥||副总指挥
424,当国务院成立突发环境事件应急指挥机构并启动国家应急预案时，市指挥部配合国家相关应急指挥机构做好各项应急处置工作。,国务院成立什么机构？,突发环境事件应急指挥机构
425,发生重大、较大突发环境事件，报经市指挥部总指挥批准后，市指挥部启动本预案，负责具体指挥和处置。成立由相关成员单位、区政府组成的现场指挥部，组织制定现场应急处置方案，实行现场总指挥负责制。,由谁制定现场应急处置方案？,现场指挥部
426,发生重大突发环境事件，启动Ⅱ级响应，市指挥部总指挥、副总指挥赶赴现场，指导、协调、督促有关部门开展工作。市指挥部总指挥兼任现场总指挥。,由谁兼任现场总指挥？,市指挥部总指挥
427,发生较大突发环境事件，启动Ⅲ级响应，市指挥部副总指挥赶赴现场，指导、协调、督促有关部门开展工作。市指挥部副总指挥（市人民政府分管副秘书长）兼任现场总指挥。,市指挥部副总指挥（市人民政府分管副秘书长）兼任什么职务？,现场总指挥
428,发生一般突发环境事件，由区政府启动区县突发环境事件应急预案，负责具体指挥和处置工作，及时将现场处置情况报市指挥部。区政府主要领导迅速赶赴事发现场，指导、协调、督促区有关部门开展工作。根据需要，市指挥部办公室主任赶赴现场，协同区政府开展有关工作。,由谁启动区县突发环境事件应急预案？,区政府
429,现场指挥机构组织专家对环境监测数据进行动态分析和评估，判定污染物种类，预测突发环境事件的污染程度、危害范围和发展趋势；提出应急处置、污染区域隔离与解除、人员撤离与返回等措施建议。,由哪个机构组织专家？,现场指挥机构
430,特别重大突发环境事件的信息发布工作，由国务院有关部门负责。重大、较大突发环境事件，由市指挥部负责提出新闻报道意见及口径，报市人民政府批准后，由市政府新闻办统一发布信息。一般突发环境事件的新闻发布工作，由区政府负责实施。,谁负责特别重大突发环境事件的信息发布工作？,国务院有关部门
431,应急结束后，各成员单位按照各自职责开展善后处置工作；区政府负责组织做好受灾人员的安置工作，做好清理现场、消除环境污染和生态恢复等各项善后工作。,哪个机构负责组织做好受灾人员的安置工作？,区政府
432,区建设交通局：负责组织指导本行业生产安全事故隐患排查治理；负责指导受损供热、供气等公共设施的抢修；负责协调事故抢险救援中相关专业队伍的指挥和大型建筑机械的调用，参与本行业事故调查处理。,什么机构负责组织指导本行业生产安全事故隐患排查治理？,区建设交通局
433,区环境局：负责生产安全事故发生地周边环境污染监测，及时向区生产安全事故指挥部通报数据，跟踪污染动态情况，对设立和解除污染预报的时间、区域提出建议；协调组织危险化学品事故废弃污染物的后续处置工作，对环境恢复、生态修复提出建议措施。,什么机构负责生产安全事故发生地周边环境污染监测？,区环境局
434,区卫生计生委：负责事故现场调配医务人员、医疗器材、急救药品，组织现场救护及伤员转移。负责统计人员伤亡情况。,什么机构负责统计人员伤亡情况？,区卫生计生委
435,区安全监管局：负责全区生产安全事故应急指挥部办公室的日常工作；接到事故报告后，迅速报告区生产安全事故应急指挥部总指挥和副总指挥，提出是否启动本预案应急响应的建议；接到预案响应启动命令后，通知相关部门赶赴事故现场；参加事故应急救援指挥工作，提供事故救援辅助决策的相关信息；建立应急专家和生产安全事故应急专业辅助队伍档案，根据事故需要，调动应急专家和生产安全事故应急专业辅助队伍；参与或组织开展事故调查处理；督促、检查和指导对本预案的宣传、教育、培训、演练等工作；负责本预案管理的其他工作。,什么机构提出是否启动本预案应急响应的建议？,区安全监管局
436,区市场监管局：负责组织、指导、协调全区特种设备事故的应急处置工作；组织开展特种设备事故调查工作；组织制定有关应急救援专业指导书；组织或督导各类特种设备事故应急预案的演练；组织专业的应急救援队伍。,什么机构组织开展特种设备事故调查工作？,区市场监管局
437,区气象局：负责为生产安全事故应急处置工作提供气象保障服务，提供事故现场及周边地区风向、风速、温度、湿度、气压、雨量等气象实况资料，提供事故现场及周边地区气象预报预警信息；为区生产安全事故指挥部常态预警信息发布提供气象信息资料。,什么机构提供气象保障服务？,区气象局
438,区公安交管分局：负责事故现场区域周边道路的交通管制工作，禁止无关车辆进入危险区域，保障救援道路的畅通。,什么机构负责事故现场区域周边道路的交通管制工作？,区公安交管分局
439,区公安消防支队：负责事故现场救援；对已发生或可能衍生火灾、爆炸、泄漏等灾难事故进行应急救援处置工作。,什么机构负责事故现场救援？,区公安消防支队
440,国家电网长凌区供电公司：负责保障事故应急抢修区域的供电；实施事故现场及周边危险地区的电力管制；提供在特定条件下的电力供应。,什么机构负责保障事故应急抢修区域的供电？,国家电网长凌区供电公司
441,根据响应级别，符合预案启动条件的，应由区人民政府负责组织应急救援的生产安全事故或社会影响较大生产安全事故发生后，由区安全监管局牵头成立现场指挥部。现场总指挥由区安全监管局负责人担任，实行现场总指挥负责制。,现场总指挥由谁担任？,区安全监管局负责人
442,现场指挥部工作职责是：全力组织伤员救治、人员疏散转移和群众安置工作，维护现场治安和交通秩序；调动应急救援队伍，调集应急救援物资装备，开展应急处置工作；随时向区生产安全事故指挥部及上级部门报告处置进展。根据需要，设立以下工作组：,什么机构调动应急救援队伍？,现场指挥部
443,1.现场指挥协调组。由区安全监管局任组长单位，事发地功能区管委会、街镇和指挥部相关成员单位为成员。负责组织指挥和协调各专业工作组做好生产安全事故的抢险救援工作，组织做好事故调查和事故评估工作，并及时向区生产安全事故指挥部及上级部门汇报事故抢险救援情况，与上级工作组的协调联络等工作。,事发地功能区管委会是哪个机构的成员？,现场指挥协调组
444,2.险情控制施救组。由区公安消防支队任组长单位，区公安局、区安全监管局、区建设交通局、区市场监管局等指挥部成员单位和各专业应急救援队伍及事故单位为成员。负责事故施救、险情控制、人员营救等工作。,区安全监管局是哪个机构的成员？,险情控制施救组
445,3.现场秩序维护组。由区公安局任组长单位，区公安交管分局、事发地功能区管委会、街镇为成员。负责对事故发生区域实施现场警戒、维护治安秩序，并做好事故取证及证据保存，保证抢险救援道路交通畅通。事发地功能区管委会、街镇负责组织有毒物质扩散区域人员的疏散等工作，确保人员处于安全区域。,什么机构负责对事故发生区域实施现场警戒？,现场秩序维护组
446,4.现场医疗救治组。由区卫生计生委担任组长单位。负责组织有关医疗机构专业人员及时赶赴事故现场开展伤病员的医疗救治和转运工作；及时向区生产安全事故指挥部通报伤员医疗救治情况。,谁上报区生产安全事故指挥部？,现场医疗救治组
447,5.现场环境监测组。由区环境局担任组长单位，区公安局、区公安消防支队、区建设和交通为成员。负责事故现场环境监测，提出污染控制与处置建议，负责对危险物质事故现场废弃物的收集、处理进行监督管理，协助事故调查组核实污染损害情况。,区公安消防支队是哪个机构的成员？,现场环境监测组
448,6.气象监测预报组。由区气象局担任组长单位。负责为事故应急处置工作提供气象服务保障，提供事故发生地及周边地区的气象监测、预报和预警信息。,什么机构负责为事故应急处置工作提供气象服务保障？,气象监测预报组
449,7.新闻舆论组。由区委宣传部担任组长单位，区安全监管局、区公安局、事发地功能区管委会、街镇及事故单位为成员。负责媒体接待，对外发布事故信息及舆情监控，正面引导舆论。,事发地功能区管委会是哪个机构的成员？,新闻舆论组